num_opportunities,EMP_2016,EMP_2016,,ERP_2016,,,TZ16_CODE,,TZ16_NAME,Tz16_Area,,,,,,,
2138,12764.001,12764.001,0,491.8338581,1.37E+00,,2138,YES,Forestway Shopping Centre,420617.2308,0,,,,,,
2139,13879.62184,13879.62184,0,0.000100896,3.05E-07,,2139,YES,Forestridge Business Park,735885.1727,0,,,,,,
2140,14981.85881,14981.85881,0,0.000100896,3.29E-07,,2140,YES,The Forest High School,154552.3855,0,,,,,,
2141,10425.74415,10425.74415,0,2470.771012,5.61E+00,,2141,YES,Frenchs Forest_Wakehurst Parkway East,959021.3103,0,,,,,,
2142,1677.584018,1677.584018,0,2373.037629,8.67E-01,,2142,YES,Frenchs Forest_Fitzpatrick Ave and Panorama Cres,1013065.459,0,,,,,,
2143,25017.61956,25017.61956,0,2034.47501,1.11E+01,,2143,YES,Brookvale Oval,554232.4899,0,,,,,,
2144,30510.54336,30510.54336,0,52.09189978,3.46E-01,,2144,YES,Brookvale Industrial Area,717402.4675,0,,,,,,
2145,21548.49581,21548.49581,0,1307.304334,6.13E+00,,2145,YES,Warringah Mall,933797.5269,0,,,,,,
2146,15684.5379,15684.5379,0,1881.217628,6.42E+00,,2146,YES,Freshwater High School,783898.9884,0,,,,,,
2147,8461.65152,8461.65152,0,3895.650675,7.18E+00,,2147,YES,Curl Curl,1257269.807,0,,,,,,
2148,36980.90885,36980.90885,0,2057.299839,1.66E+01,,2148,YES,North Manly,818353.5786,0,,,,,,
2149,10874.0555,10874.0555,0,3302.19533,7.82E+00,,2149,YES,Freshwater,561542.7386,0,,,,,,
2150,16842.85149,16842.85149,0,4521.172026,1.66E+01,,2150,YES,Queenscliff,602939.5755,0,,,,,,
2151,28163.45994,28163.45994,0,3117.593258,1.91E+01,,2151,YES,North Manly_Thomas St and Corrie Rd,940733.0594,0,,,,,,
2153,12528.39883,12528.39883,0,923.2394408,2.52E+00,,2153,YES,Frenchs Forest_McCleod House,440727.9291,0,,,,,,
2154,1949.444521,1949.444521,0,3095.619133,1.31E+00,,2154,YES,Allambie Heights,5301554.901,0,,,,,,
2155,24168.54983,24168.54983,0,3362.512515,1.77E+01,,2155,YES,Allambie Rd,959967.7594,0,,,,,,
2156,5567.355321,5567.355321,0,2735.957623,3.32E+00,,2156,YES,Manly Vale,1250619.594,0,,,,,,
2157,11592.31353,11592.31353,0,4217.551468,1.06E+01,,2157,YES,Mackellar Girls High School,501700.1804,0,,,,,,
2158,7952.856278,7952.856278,0,3353.119819,5.81E+00,,2158,YES,North Balgowlah,882559.173,0,,,,,,
2161,17553.59071,17553.59071,0,4495.984588,1.72E+01,,2161,YES,Narrabeen Beach,943913.0831,0,,,,,,
2162,6395.328831,6395.328831,0,4429.411981,6.17E+00,,2162,YES,Wheeler Heights Primary School,1664413.079,0,,,,,,
2163,12519.88609,12519.88609,0,3086.166116,8.41E+00,,2163,YES,Collaroy Lookout,747942.579,0,,,,,,
2164,9522.154691,9522.154691,0,3539.846183,7.34E+00,,2164,YES,South Narrabeen Surf Lifesaving Club,317520.7939,0,,,,,,
2165,10955.96954,10955.96954,0,3346.808053,7.98E+00,,2165,YES,Collaroy Plateau Public School,892374.4841,0,,,,,,
2166,10124.09251,10124.09251,0,2042.022407,4.50E+00,,2166,YES,Collaroy,443131.35,0,,,,,,
2167,8798.784118,8798.784118,0,,0.00E+00,,2167,YES,Long Reef Beach,2139706.212,0,,,,,,
2170,755.4959175,755.4959175,0,,0.00E+00,,2170,YES,Ku-ring-gai Chase NP,54519647.48,0,,,,,,
2171,2084.044774,2084.044774,0,2844.145915,1.29E+00,,2171,YES,Terry Hills,15894049.68,0,,,,,,
2200,5040.282447,5040.282447,0,3446.999999,3.78E+00,,2200,YES,Seaforth_Wakehurst Parkway and Armstrong St,1739214.007,0,,,,,,
2201,44495.26372,44495.26372,0,1163,1.13E+01,,2201,YES,Manly West Park,373531.6258,0,,,,,,
2202,18610.48625,18610.48625,0,1799,7.29E+00,,2202,YES,Balgowlah,436469.7916,0,,,,,,
2203,18650.02277,18650.02277,0,2181,8.86E+00,,2203,YES,Totem Shopping Centre,297650.2584,0,,,,,,
2204,10677.23694,10677.23694,0,3027.697373,7.04E+00,,2204,YES,Balgowlah Boys High School,806565.8585,0,,,,,,
2205,12823.69067,12823.69067,0,4029,1.12E+01,,2205,YES,Seaforth,1362883.655,0,,,,,,
2206,3885.45377,3885.45377,0,2764.604725,2.34E+00,,2206,YES,Clontarf Beach,959589.4796,0,,,,,,
2207,1251.6909,1251.6909,0,2728.697903,7.44E-01,,2207,YES,Washaway Beach Balgowlah Heights,1620500.384,0,,,,,,
2208,26253.82354,26253.82354,0,1572.770085,8.99E+00,,2208,YES,Manly Oval,221969.0809,0,,,,,,
2209,9371.040035,9371.040035,0,2753.107462,5.62E+00,,2209,YES,Manly_Cabbage Tree Bay,389472.938,0,,,,,,
2210,22360.57779,22360.57779,0,3670.503762,1.79E+01,,2210,YES,Manly Grove Buisness Park,789659.5625,0,,,,,,
2211,11773.02507,11773.02507,0,1394.877518,3.58E+00,,2211,YES,Manly Golf Club,534933.8528,0,,,,,,
2212,13544.18123,13544.18123,0,2287.117702,6.74E+00,,2212,YES,Manly_Kangaroo St and Raglan St,276012.0967,0,,,,,,
2213,16959.5044,16959.5044,0,2998.537808,1.11E+01,,2213,YES,Fairlight,457001.8911,0,,,,,,
2214,18735.86974,18735.86974,0,3758.240498,1.53E+01,,2214,YES,Manly,367889.5031,0,,,,,,
2215,15475.10693,15475.10693,0,2450.721759,8.26E+00,,2215,YES,The Corso,261699.9973,0,,,,,,
2216,9607.740378,9607.740378,0,2296.486968,4.80E+00,,2216,YES,Manly Waters Private Hospital,298720.8963,0,,,,,,
2217,2011.764556,2011.764556,0,472.636337,2.07E-01,,2217,YES,Manly District Hospital,3107264.058,0,,,,,,
2218,27320.35588,27320.35588,0,0.00010217,6.08E-07,,2218,YES,Manly Grove Business Park North,18660.5084,0,,,,,,
2298,31368.65553,31368.65553,0,325.6750323,2.22E+00,,2298,YES,Bankstown RSL Club,106842.8264,0,,,,,,
2299,18323.10941,18323.10941,0,2505.315498,1.00E+01,,2299,YES,Bankstown_St Euphemia College,175738.8233,0,,,,,,
2300,20007.00451,20007.00451,0,897.0346873,3.91E+00,,2300,YES,Bankstown North Primary School,266636.5722,0,,,,,,
2301,16619.34908,16619.34908,0,2997.979623,1.08E+01,,2301,YES,La Salle Catholic College,340956.1386,0,,,,,,
2302,16770.36797,16770.36797,0,3837.585869,1.40E+01,,2302,YES,Bankstown_Sir Joseph Banks St and Milton St,266021.244,0,,,,,,
2303,13334.40766,13334.40766,0,2186.49463,6.35E+00,,2303,YES,Bankstown West Primary School,537605.3119,0,,,,,,
2304,13905.18849,13905.18849,0,2461.442488,7.45E+00,,2304,YES,Bankstown_Gordon St and Cairds Ave,179665.2269,0,,,,,,
2305,43415.43491,43415.43491,0,987.7635605,9.34E+00,,2305,YES,Bankstown Square,293582.9259,0,,,,,,
2306,13051.0073,13051.0073,0,1347.840935,3.83E+00,,2306,YES,Mount Lewis,303322.2237,0,,,,,,
2307,39794.33757,39794.33757,0,109.0329778,9.45E-01,,2307,YES,Bankstown Station_South,136725.2317,0,,,,,,
2308,18046.44517,18046.44517,0,2930.029553,1.15E+01,,2308,YES,Bankstown_Oxford Av and Brandon Av,503594.7388,0,,,,,,
2309,13945.46645,13945.46645,0,1439.031804,4.37E+00,,2309,YES,Bankstown,332316.9392,0,,,,,,
2310,9201.723942,9201.723942,0,641.5684265,1.29E+00,,2310,YES,Bankstown_Dorothy Park,174669.4012,0,,,,,,
2311,49895.98309,49895.98309,0,2661.214893,2.89E+01,,2311,YES,Bankstown Girls High School,579386.4364,0,,,,,,
2312,17250.71017,17250.71017,0,2121.574659,7.97E+00,,2312,YES,Bankstown_Oxford Av and Koonya Av,315030.3074,0,,,,,,
2313,27205.69118,27205.69118,0,2865.696658,1.70E+01,,2313,YES,Bankstown_Lidcombe Hospital,713968.0186,0,,,,,,
2314,29634.99657,29634.99657,0,1369.453508,8.84E+00,,2314,YES,Bankstown_Home Central,681281.6835,0,,,,,,
2315,21641.36092,21641.36092,0,15.08202321,7.11E-02,,2315,YES,Padstow Industrial Area_Northern End,803106.6226,0,,,,,,
2316,12408.40798,12408.40798,0,2026.183175,5.47E+00,,2316,YES,Bankstown_Mitcham Rd and Little Rd,441079.8188,0,,,,,,
2318,7481.038597,7481.038597,0,3673.188397,5.98E+00,,2318,YES,Villawood,1192369.519,0,,,,,,
2319,6392.468079,6392.468079,0,3276.302826,4.56E+00,,2319,YES,Bass Hill_Chester Hill Rd and Cann St,771404.4375,0,,,,,,
2320,689.8597453,689.8597453,0,1675.998572,2.52E-01,,2320,YES,Mirambeena Regional Park,1899935.184,0,,,,,,
2321,4713.451686,4713.451686,0,1056.629584,1.08E+00,,2321,YES,Bass Hill Plaza,533641.9733,0,,,,,,
2322,5855.064558,5855.064558,0,2364.101467,3.01E+00,,2322,YES,Setfon Golf Course,619827.8459,0,,,,,,
2323,3404.31613,3404.31613,0,2727.460133,2.02E+00,,2323,YES,Whitemore Reserve,1079626.045,0,,,,,,
2324,5409.145497,5409.145497,0,4003.192855,4.71E+00,,2324,YES,Crest Sporting Complex,1629308.183,0,,,,,,
2325,12635.06601,12635.06601,0,3981.126166,1.10E+01,,2325,YES,Georges Hall,1173333.533,0,,,,,,
2328,6063.45323,6063.45323,0,1.00E-06,1.32E-09,,2328,YES,Fairfax Printers,1812622.437,0,,,,,,
2329,5173.506393,5173.506393,0,942,1.06E+00,,2329,YES,Potts Hill,1106962.439,0,,,,,,
2330,10089.9548,10089.9548,0,1.00E-06,2.20E-09,,2330,YES,Chullora Industrial Area_Southern End,756042.4425,0,,,,,,
2331,14520.94887,14520.94887,0,1.00E-06,3.16E-09,,2331,YES,Yagoona Business Park,367231.6651,0,,,,,,
2334,11145.61136,11145.61136,0,2567.149228,6.23E+00,,2334,YES,Condell Park_South St and Norman St,565998.9124,0,,,,,,
2335,3452.022873,3452.022873,0,981.7953215,7.38E-01,,2335,YES,Fairfax Comm Newspapers,630378.8481,0,,,,,,
2336,3767.181701,3767.181701,0,2411.49585,1.98E+00,,2336,YES,Condell Park_Jocarm Av and Dalton Av,617023.9031,0,,,,,,
2337,7899.782003,7899.782003,0,0.000112062,1.93E-07,,2337,YES,Bankstown Airport,3558829.158,0,,,,,,
2338,6265.180743,6265.180743,0,2169.246557,2.96E+00,,2338,YES,Condell Park,682060.6535,0,,,,,,
2339,6537.416607,6537.416607,0,3210.002718,4.57E+00,,2339,YES,Condell Primary School,719112.9036,0,,,,,,
2340,27250.36958,27250.36958,0,0.607965824,3.61E-03,,2340,YES,Condell Park_Woorang St and Milperra Rd,291072.4289,0,,,,,,
2341,14961.30512,14961.30512,0,493.8977028,1.61E+00,,2341,YES,Bankstown Paceway,915866.7285,0,,,,,,
2342,22344.64819,22344.64819,0,0.000112062,5.45E-07,,2342,YES,Milperra Industrial Area_Western End,1009939.394,0,,,,,,
2343,12411.87067,12411.87067,0,6.804434505,1.84E-02,,2343,YES,Milperra Industrial Area_Eastern End,996815.5347,0,,,,,,
2346,13885.61129,13885.61129,0,3961.203291,1.20E+01,,2346,YES,Woolworths Greenacre,1117107.068,0,,,,,,
2347,17775.65665,17775.65665,0,3716.454511,1.44E+01,,2347,YES,Bankstown Private Hospital,750767.8291,0,,,,,,
2348,13394.079,13394.079,0,5420.116026,1.58E+01,,2348,YES,Greenacre_Waterloo Rd and Rawson Rd,1166854.38,0,,,,,,
2349,4139.748881,4139.748881,0,1316.735235,1.19E+00,,2349,YES,Greenacre,1038303.862,0,,,,,,
2350,14784.03675,14784.03675,0,4062.26405,1.31E+01,,2350,YES,Greenacre Civic Centre,983824.1768,0,,,,,,
2351,7654.141648,7654.141648,0,2659.46514,4.43E+00,,2351,YES,Greenacre_Ethel Pyers Res,534976.9591,0,,,,,,
2352,4123.791726,4123.791726,0,3440.30807,3.09E+00,,2352,YES,Greenacre Primary School,735725.7156,0,,,,,,
2353,12615.32594,12615.32594,0,2716.453677,7.46E+00,,2353,YES,Mount Lewis Public School,642381.8544,0,,,,,,
2356,22582.80319,22582.80319,0,1916.145856,9.42E+00,,2356,YES,Padstow_Playford Park,510890.5084,0,,,,,,
2357,16213.58365,16213.58365,0,10.99703407,3.88E-02,,2357,YES,Padstow Industrial Area_Southern End,867764.4395,0,,,,,,
2358,23431.70804,23431.70804,0,2435.18783,1.24E+01,,2358,YES,Padstow Station_North,679432.9086,0,,,,,,
2359,8852.687986,8852.687986,0,1042.080088,2.01E+00,,2359,YES,Padstow_Spring St and Baldwin St,280374.1407,0,,,,,,
2360,11801.09022,11801.09022,0,3384.261344,8.70E+00,,2360,YES,Padstow Station_South,979861.5409,0,,,,,,
2361,9911.862556,9911.862556,0,3271.678014,7.06E+00,,2361,YES,Padstow Hts Primary School,1013271.489,0,,,,,,
2362,3371.195959,3371.195959,0,2397.629288,1.76E+00,,2362,YES,Padstow_Adelaide Rd and Alma Rd,684755.1974,0,,,,,,
2363,2216.017819,2216.017819,0,2647.020545,1.28E+00,,2363,YES,Padstow Heights,1480801.624,0,,,,,,
2366,1115.674223,1115.674223,0,2363.396939,5.74E-01,,2366,YES,Milperra,2164399.254,0,,,,,,
2367,18519.3463,18519.3463,0,1709.553722,6.89E+00,,2367,YES,Mount St Joseph High School,1435967.048,0,,,,,,
2368,16406.45058,16406.45058,0,2530.063739,9.04E+00,,2368,YES,Killara Res_Panania,738348.9658,0,,,,,,
2369,1244.762824,1244.762824,0,4.406918684,1.19E-03,,2369,YES,Blue Gum Farm Milperra,1984587.973,0,,,,,,
2370,6324.009218,6324.009218,0,3068.863947,4.23E+00,,2370,YES,Panania Station_North,767568.478,0,,,,,,
2371,4208.650245,4208.650245,0,1066.605242,9.77E-01,,2371,YES,Revesby_Tower St Public School,293005.7414,0,,,,,,
2372,4378.45981,4378.45981,0,2872.936688,2.74E+00,,2372,YES,Panania Station_South,908283.3192,0,,,,,,
2373,4914.35708,4914.35708,0,2258.526235,2.42E+00,,2373,YES,East Hills Station,930462.5089,0,,,,,,
2374,4175.575998,4175.575998,0,2218.178992,2.02E+00,,2374,YES,Panania_West,562586.7604,0,,,,,,
2375,1759.969004,1759.969004,0,3324.420645,1.27E+00,,2375,YES,Picnic Point,1177559.819,0,,,,,,
2376,4510.588617,4510.588617,0,2011.3055,1.98E+00,,2376,YES,Picnic Point High School,584805.3384,0,,,,,,
2377,604.8943128,604.8943128,0,3229.741432,4.25E-01,,2377,YES,Picnic Point_Georges River National Park,2817525.684,0,,,,,,
2380,22392.29967,22392.29967,0,2547.701181,1.24E+01,,2380,YES,Sir Joseph Banks High School,689692.9152,0,,,,,,
2381,20785.13109,20785.13109,0,4634.209866,2.10E+01,,2381,YES,Greenway Shopping Village,1289739.562,0,,,,,,
2382,9717.059662,9717.059662,0,1705.138607,3.61E+00,,2382,YES,Revesby_Wilberforce Rd and English St,431730.4852,0,,,,,,
2383,17820.92806,17820.92806,0,1967.313659,7.63E+00,,2383,YES,Revesby Station_North,592185.6836,0,,,,,,
2384,10252.66646,10252.66646,0,1051.702311,2.35E+00,,2384,YES,Revesby Station_South,342254.236,0,,,,,,
2385,6327.073548,6327.073548,0,1209.417554,1.67E+00,,2385,YES,Padstow_Montgomery Av and Jamieson St,329150.8013,0,,,,,,
2386,4390.785688,4390.785688,0,1257.839948,1.20E+00,,2386,YES,Panania_East,340632.9673,0,,,,,,
2387,3156.698356,3156.698356,0,2458.676874,1.69E+00,,2387,YES,Revesby Heights,1068554.402,0,,,,,,
2390,16895.13941,16895.13941,0,3235.15523,1.19E+01,,2390,YES,Birrong Station,1193787.178,0,,,,,,
2391,13581.54289,13581.54289,0,1288.937894,3.81E+00,,2391,YES,Yagoona_O'Neil Park,386306.0674,0,,,,,,
2392,11071.88795,11071.88795,0,1944.881209,4.69E+00,,2392,YES,Yagoona West,458867.4173,0,,,,,,
2393,14572.43764,14572.43764,0,3482.980018,1.11E+01,,2393,YES,Yagoona,770061.0393,0,,,,,,
2394,17133.58605,17133.58605,0,2728.750928,1.02E+01,,2394,YES,Yagoona_Graf Park,703153.088,0,,,,,,
2395,19540.90425,19540.90425,0,2507.201134,1.07E+01,,2395,YES,Yagoona Station_East,498950.0893,0,,,,,,
2396,12160.45806,12160.45806,0,1485.145696,3.93E+00,,2396,YES,Yagoona_Edgar St and Elizabeth Cr,332746.2156,0,,,,,,
2397,20905.06963,20905.06963,0,1842.728473,8.39E+00,,2397,YES,Yagoona Station_West,373558.774,0,,,,,,
2398,14482.52574,14482.52574,0,3095.219417,9.76E+00,,2398,YES,Yagoona_Saltash St and Glassop St,831785.5978,0,,,,,,
2500,11074.01543,11074.01543,0,1492.720173,3.60E+00,,2500,YES,Belfield_Water St and Punchbowl Rd,543606.8116,0,,,,,,
2501,11118.91772,11118.91772,0,5120.755299,1.24E+01,,2501,YES,Belfield Plaza,1235967.785,0,,,,,,
2502,9532.205295,9532.205295,0,3291.587935,6.83E+00,,2502,YES,Belmore Boys High School,589939.0504,0,,,,,,
2503,16529.33825,16529.33825,0,844.4074311,3.04E+00,,2503,YES,Belmore Station_North,171134.86,0,,,,,,
2504,18553.46716,18553.46716,0,1077.771787,4.35E+00,,2504,YES,Belmore Station_South,300477.4816,0,,,,,,
2505,13364.96287,13364.96287,0,3047.21827,8.87E+00,,2505,YES,Belmore Sportsground,631868.267,0,,,,,,
2506,15267.03741,15267.03741,0,3373.958702,1.12E+01,,2506,YES,Belmore South Primary School,706840.2503,0,,,,,,
2507,13541.99609,13541.99609,0,1658.580402,4.89E+00,,2507,YES,Belmore_All Saints Greek Orthodox Church,325642.3184,0,,,,,,
2508,14692.40328,14692.40328,0,2001.965476,6.40E+00,,2508,YES,Campsie_Anzac Square,321373.6868,0,,,,,,
2509,16167.14156,16167.14156,0,3955.995471,1.39E+01,,2509,YES,Campsie_Seventh Av and Fifth Av,418074.4503,0,,,,,,
2510,9906.183639,9906.183639,0,3574.005615,7.71E+00,,2510,YES,Campsie_Brighton Av and Moore St,574747.253,0,,,,,,
2511,50772.23191,50772.23191,0,2415.985601,2.67E+01,,2511,YES,Campsie_Beamish St and Ninth Av,213334.9317,0,,,,,,
2512,9873.832063,9873.832063,0,2876.078812,6.18E+00,,2512,YES,Harcourt Primary School,358676.3136,0,,,,,,
2513,10561.35641,10561.35641,0,2806.951555,6.45E+00,,2513,YES,Canterbury_Wonga St and Wairoa St,426547.4038,0,,,,,,
2514,15752.58568,15752.58568,0,2246.022826,7.70E+00,,2514,YES,Canterbury Memorial Hospital,311357.4924,0,,,,,,
2515,24805.87732,24805.87732,0,1303.988876,7.04E+00,,2515,YES,Campsie,155671.9447,0,,,,,,
2516,9856.527624,9856.527624,0,2416.970507,5.19E+00,,2516,YES,Canterbury,560726.9803,0,,,,,,
2517,14202.02465,14202.02465,0,2562.962313,7.93E+00,,2517,YES,Campsie Industrial Area,408437.6441,0,,,,,,
2518,10786.76114,10786.76114,0,1924.115546,4.52E+00,,2518,YES,Clemton Park_Yatama Park,500065.1156,0,,,,,,
2519,4747.822187,4747.822187,0,2640.430461,2.73E+00,,2519,YES,Earlwood_ Ann St and Karrol Av,507979.5001,0,,,,,,
2520,16739.97396,16739.97396,0,3822.857646,1.39E+01,,2520,YES,Earlwood_Turrella Reserve,1008412.683,0,,,,,,
2521,3194.533728,3194.533728,0,2964.623029,2.06E+00,,2521,YES,Earlwood_Wardell Rd and Permanent Av,982372.3783,0,,,,,,
2522,8756.652605,8756.652605,0,2398.373659,4.57E+00,,2522,YES,Earlwood_Woolcott St and Fuller Av,677305.8084,0,,,,,,
2523,3312.76678,3312.76678,0,1101.975055,7.95E-01,,2523,YES,Waterworth Park,634605.4759,0,,,,,,
2524,5384.424511,5384.424511,0,3181.830242,3.73E+00,,2524,YES,Earlwood,1131434.485,0,,,,,,
2525,7148.181239,7148.181239,0,2574.277672,4.01E+00,,2525,YES,Earlwood_Homer St and Malley Av,638096.4325,0,,,,,,
2526,11670.53166,11670.53166,0,3458.059598,8.79E+00,,2526,YES,Kingsgrove_Homer St and Bexley Rd,992073.1456,0,,,,,,
2527,7305.447094,7305.447094,0,2907.572554,4.62E+00,,2527,YES,Kingsgrove Industrial Area,1221367.045,0,,,,,,
2528,7699.652188,7699.652188,0,8.52E-05,1.43E-07,,2528,YES,Kingsgrove Station_North,394006.5579,0,,,,,,
2529,12855.15619,12855.15619,0,2334.995988,6.54E+00,,2529,YES,Campsie_Elizabeth Ln and Perry Ln,191723.987,0,,,,,,
2530,10881.01316,10881.01316,0,1530.961414,3.63E+00,,2530,YES,Cantebury_Fore St and High St,328814.5699,0,,,,,,
2531,7358.544526,7358.544526,0,3411.89255,5.47E+00,,2531,YES,Lakemba_Yerrick Rd and Yangoora Rd,514307.1886,0,,,,,,
2532,6763.212985,6763.212985,0,4237.453444,6.24E+00,,2532,YES,Lakemba_Colin St and Punchbowl Rd,413695.713,0,,,,,,
2533,23562.11613,23562.11613,0,3050.848411,1.57E+01,,2533,YES,Lakemba_Jubilee Res,294002.0724,0,,,,,,
2534,13082.04694,13082.04694,0,2703,7.70E+00,,2534,YES,Wiley Park Station_North,365426.9167,0,,,,,,
2535,22150.09114,22150.09114,0,1544.864112,7.45E+00,,2535,YES,Lakemba Station_South,255668.9168,0,,,,,,
2536,10482.32997,10482.32997,0,2684.629574,6.13E+00,,2536,YES,Lakemba,446413.8299,0,,,,,,
2537,10541.38975,10541.38975,0,2953.311909,6.78E+00,,2537,YES,Lakemba_Sproule St and Myee St,259014.3846,0,,,,,,
2538,17717.06415,17717.06415,0,2795.68099,1.08E+01,,2538,YES,Wiley Park Station_South,296557.5542,0,,,,,,
2539,18074.5976,18074.5976,0,2057,8.10E+00,,2539,YES,Wiley Park_Hillard St and Lakemba St,179031.6731,0,,,,,,
2540,8536.500665,8536.500665,0,1255,2.33E+00,,2540,YES,Wiley Park,219817.1293,0,,,,,,
2541,9243.711432,9243.711432,0,1588.050341,3.20E+00,,2541,YES,Punchbowl Boys High School,364546.8007,0,,,,,,
2542,13932.53816,13932.53816,0,2282.421576,6.92E+00,,2542,YES,Punchbowl_Scott St and South Tce,487783.7775,0,,,,,,
2543,24823.39363,24823.39363,0,2699.085486,1.46E+01,,2543,YES,Punchbowl Station,326257.8914,0,,,,,,
2544,26906.37146,26906.37146,0,2052.065019,1.20E+01,,2544,YES,Punchbowl_James St and Lancaster Av,436663.869,0,,,,,,
2545,18377.9591,18377.9591,0,2205.774569,8.83E+00,,2545,YES,Punchbowl Primary School,540666.7753,0,,,,,,
2546,6579.012246,6579.012246,0,3222.400852,4.62E+00,,2546,YES,George Cayley Reserve,491675.9738,0,,,,,,
2547,10741.59464,10741.59464,0,0.000108559,2.54E-07,,2547,YES,Punchbowl Industrial Complex,290622.4475,0,,,,,,
2548,7992.01348,7992.01348,0,2275.072074,3.96E+00,,2548,YES,Whitmarsh Park,709482.295,0,,,,,,
2549,5753.497039,5753.497039,0,1152.737759,1.44E+00,,2549,YES,Industrial Area,856376.1298,0,,,,,,
2550,7974.562324,7974.562324,0,1870.319011,3.25E+00,,2550,YES,Wiley Park_Hillcrest St and Beuauchamp St,329778.2192,0,,,,,,
2551,16938.84179,16938.84179,0,2539.334915,9.37E+00,,2551,YES,St Charbels College,470026.7405,0,,,,,,
2552,6406.875217,6406.875217,0,3549.6311,4.95E+00,,2552,YES,Roselands_Council Works Depot and Training Centre,591058.2185,0,,,,,,
2553,9801.797915,9801.797915,0,4276.776359,9.13E+00,,2553,YES,Roselands_Ludgate St and Albion St,947428.4476,0,,,,,,
2554,12149.29555,12149.29555,0,2502.256377,6.62E+00,,2554,YES,Roselands,764902.4946,0,,,,,,
2555,8822.446477,8822.446477,0,914.4361806,1.76E+00,,2555,YES,Canterbury Golf Course,493584.5132,0,,,,,,
2556,6895.324059,6895.324059,0,3242.899983,4.87E+00,,2556,YES,Roselands_Karne St and Shorter Av,842055.6794,0,,,,,,
2557,10319.98539,10319.98539,0,1808.057301,4.06E+00,,2557,YES,Punchbowl_Warren Parade,261327.9138,0,,,,,,
2600,14192.98927,14192.98927,0,2919.502394,9.02E+00,,2600,YES,Hurstville_Emily St and Barnards Av,617264.4136,0,,,,,,
2601,14699.03386,14699.03386,0,1911.158522,6.12E+00,,2601,YES,Beverly Hills Primary School,442952.5596,0,,,,,,
2602,15553.9167,15553.9167,0,3419.206743,1.16E+01,,2602,YES,Hurstville,673893.9335,0,,,,,,
2603,16968.77527,16968.77527,0,3199.33876,1.18E+01,,2603,YES,Hurstville Community Hospital,613794.8007,0,,,,,,
2604,28860.7623,28860.7623,0,5288.066173,3.32E+01,,2604,YES,Hurstville_Forest Rd and Gloucester Rd,239541.7647,0,,,,,,
2605,33247.21537,33247.21537,0,2710.011603,1.96E+01,,2605,YES,Allawah Station_North,360256.0568,0,,,,,,
2606,32276.70534,32276.70534,0,1190.217755,8.36E+00,,2606,YES,Westfield_Hurstville,186277.8256,0,,,,,,
2607,15424.37766,15424.37766,0,1640.327854,5.51E+00,,2607,YES,Hurstville Public School,344820.2833,0,,,,,,
2608,30223.91717,30223.91717,0,2495.170195,1.64E+01,,2608,YES,Hurstville_Cross St and The Avenue,155231.0555,0,,,,,,
2609,8840.238113,8840.238113,0,2799.1542,5.39E+00,,2609,YES,Penshurst_Penshurst St and Nicholson St,746274.7279,0,,,,,,
2610,17268.46023,17268.46023,0,2665.825252,1.00E+01,,2610,YES,Penshurst_Penshurst St and Clarence St,527269.948,0,,,,,,
2611,10002.34866,10002.34866,0,1025.22275,2.23E+00,,2611,YES,Penshurst West Public School,260778.4017,0,,,,,,
2612,23367.16693,23367.16693,0,4565.862961,2.32E+01,,2612,YES,Penshurst Station_North,395381.5944,0,,,,,,
2613,20821.61035,20821.61035,0,3600.110421,1.63E+01,,2613,YES,Mortdale,597487.1684,0,,,,,,
2614,22715.50642,22715.50642,0,3157.673769,1.56E+01,,2614,YES,Mortdale Station_West,357808.5553,0,,,,,,
2615,2344.755445,2344.755445,0,2064.639166,1.05E+00,,2615,YES,Hurstville Golf Course,1013287.375,0,,,,,,
2616,6189.656825,6189.656825,0,2220.687468,2.99E+00,,2616,YES,Oatley Station_West,794061.3752,0,,,,,,
2617,1925.505297,1925.505297,0,2661.824013,1.12E+00,,2617,YES,Oatley Park,1412590.927,0,,,,,,
2620,7187.115095,7187.115095,0,2191.387514,3.43E+00,,2620,YES,Beverly Hills Station_North,788135.3457,0,,,,,,
2621,16627.08663,16627.08663,0,3255.604381,1.18E+01,,2621,YES,Narwee Station,735944.7996,0,,,,,,
2622,14405.83621,14405.83621,0,1508.88975,4.73E+00,,2622,YES,Beverly Hills Station_South,420615.0011,0,,,,,,
2623,8345.211457,8345.211457,0,3628.3301,6.59E+00,,2623,YES,Beverley Hills Girls High School,639485.0045,0,,,,,,
2624,4634.533561,4634.533561,0,3712.788255,3.75E+00,,2624,YES,Narwee High School,801523.0153,0,,,,,,
2627,17324.86888,17324.86888,0,1713.463124,6.46E+00,,2627,YES,Penshurst Station_South,468857.4852,0,,,,,,
2628,14772.7618,14772.7618,0,2270.613682,7.30E+00,,2628,YES,Hurstville Grove North,588646.5308,0,,,,,,
2629,20334.49109,20334.49109,0,1465.396088,6.49E+00,,2629,YES,Mortdale Station_East,633929.8492,0,,,,,,
2630,10046.06794,10046.06794,0,2078.561784,4.55E+00,,2630,YES,Hurstville Grove,784617.0424,0,,,,,,
2631,15889.7543,15889.7543,0,2489.817671,8.61E+00,,2631,YES,Oatley Station_East,610655.0197,0,,,,,,
2632,955.03515,955.03515,0,1962.865089,4.08E-01,,2632,YES,Oatley_Rosa St and Herbert St,861874.3296,0,,,,,,
