source_path,package_path,decision,role,rationale,source_bytes
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/Coogee Option.gpkg,data/results_and_gis/2001 Proposal/Coogee Option.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/Maroubra Option.gpkg,data/results_and_gis/2001 Proposal/Maroubra Option.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/TravelZone_Uplift.csv,data/results_and_gis/2001 Proposal/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",306873
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/opportunities_2001_30mins.csv,data/results_and_gis/2001 Proposal/opportunities_2001_30mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",86737
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2001 Proposal/opportunities_2001_60mins.csv,data/results_and_gis/2001 Proposal/opportunities_2001_60mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",96500
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Metro Stage 1 LVA v2.csv,data/results_and_gis/2056 Stage 1/2056 Metro Stage 1 LVA v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",290732
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Metro Stage 1 LVA.xlsm,data/results_and_gis/2056 Stage 1/2056 Metro Stage 1 LVA.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",469170
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Stage 1 30 mins.csv,data/results_and_gis/2056 Stage 1/2056 Stage 1 30 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",88074
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Stage 1 60 mins.csv,data/results_and_gis/2056 Stage 1/2056 Stage 1 60 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",101229
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Stage 1v2 30 mins.csv,data/results_and_gis/2056 Stage 1/2056 Stage 1v2 30 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",150439
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Stage 1v2 45 mins.csv,data/results_and_gis/2056 Stage 1/2056 Stage 1v2 45 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",153523
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/2056 Stage 1v2 60 mins.csv,data/results_and_gis/2056 Stage 1/2056 Stage 1v2 60 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",154390
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/Accessibility Map 2056.qgz,data/results_and_gis/2056 Stage 1/Accessibility Map 2056.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",218818
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/Metro 2056.qpt,data/results_and_gis/2056 Stage 1/Metro 2056.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",129030
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/Metro Stage 1&2.qpt,data/results_and_gis/2056 Stage 1/Metro Stage 1&2.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",160581
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/V2/2056 Metro Stage 1 LVA v3.csv,data/results_and_gis/2056 Stage 1/V2/2056 Metro Stage 1 LVA v3.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",296177
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/V2/2056 Stage 1v3 30 mins.csv,data/results_and_gis/2056 Stage 1/V2/2056 Stage 1v3 30 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152600
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/V2/2056 Stage 1v3 45 mins.csv,data/results_and_gis/2056 Stage 1/V2/2056 Stage 1v3 45 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",156349
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/V2/2056 Stage 1v3 60 mins.csv,data/results_and_gis/2056 Stage 1/V2/2056 Stage 1v3 60 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",158252
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 1/V2/TravelZone_Uplift.csv,data/results_and_gis/2056 Stage 1/V2/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",337033
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Metro Stage 1&2 LVA v2.csv,data/results_and_gis/2056 Stage 2/2056 Metro Stage 1&2 LVA v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",291085
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Metro Stage 1&2 LVA.xlsm,data/results_and_gis/2056 Stage 2/2056 Metro Stage 1&2 LVA.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",469955
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Stage 2 30 Mins.csv,data/results_and_gis/2056 Stage 2/2056 Stage 2 30 Mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",140069
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Stage 2 60 Mins.csv,data/results_and_gis/2056 Stage 2/2056 Stage 2 60 Mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",163389
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Stage 2v2 60 mins.csv,data/results_and_gis/2056 Stage 2/2056 Stage 2v2 60 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",161036
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Stage2v2 30 mins.csv,data/results_and_gis/2056 Stage 2/2056 Stage2v2 30 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",150518
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/2056 Stage2v2 45 mins.csv,data/results_and_gis/2056 Stage 2/2056 Stage2v2 45 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",160126
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/V2/2056 Metro Stage 1&2 LVA v3.csv,data/results_and_gis/2056 Stage 2/V2/2056 Metro Stage 1&2 LVA v3.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",297019
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/V2/2056 Stage 2v3 60 mins.csv,data/results_and_gis/2056 Stage 2/V2/2056 Stage 2v3 60 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",158296
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/V2/2056 Stage2v3 30 mins.csv,data/results_and_gis/2056 Stage 2/V2/2056 Stage2v3 30 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152665
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/V2/2056 Stage2v3 45 mins.csv,data/results_and_gis/2056 Stage 2/V2/2056 Stage2v3 45 mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",156434
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/2056 Stage 2/V2/TravelZone_Uplift.csv,data/results_and_gis/2056 Stage 2/V2/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",336722
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Accessibility Map temp.qgz,data/results_and_gis/Accessibility Map temp.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",43072
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/30 Mins_alt_metro.csv,data/results_and_gis/Alternative Metro/30 Mins_alt_metro.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",138376
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/45 Mins.csv,data/results_and_gis/Alternative Metro/45 Mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",141104
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/60 Mins.csv,data/results_and_gis/Alternative Metro/60 Mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",150211
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Accessibility Map Alternative Metro.qgz,data/results_and_gis/Alternative Metro/Accessibility Map Alternative Metro.qgz,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",235323
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Alternative Metro LVA.xlsm,data/results_and_gis/Alternative Metro/Alternative Metro LVA.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",376261
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Alternative Metro LVA_v2.csv,data/results_and_gis/Alternative Metro/Alternative Metro LVA_v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",290943
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Alternative Metro LVA_v2.xlsm,data/results_and_gis/Alternative Metro/Alternative Metro LVA_v2.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",376261
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Alternative Metro.qpt,data/results_and_gis/Alternative Metro/Alternative Metro.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",124398
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Existing Lightrail.gpkg,data/results_and_gis/Alternative Metro/Existing Lightrail.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Extensive Light Rail.gpkg,data/results_and_gis/Alternative Metro/Extensive Light Rail.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",118784
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Lightrail Extension + Oxford Street.gpkg,data/results_and_gis/Alternative Metro/Lightrail Extension + Oxford Street.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",106496
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/Lightrail Extension.gpkg,data/results_and_gis/Alternative Metro/Lightrail Extension.gpkg,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",98304
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/New template.qpt,data/results_and_gis/Alternative Metro/New template.qpt,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",123144
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/TravelZone_Uplift.csv,data/results_and_gis/Alternative Metro/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",151796
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/30 Mins_alt_metro.csv,data/results_and_gis/Alternative Metro/With Coogee/30 Mins_alt_metro.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",152653
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/45 Mins.csv,data/results_and_gis/Alternative Metro/With Coogee/45 Mins.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",156346
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/60 Mins_coogee.csv,data/results_and_gis/Alternative Metro/With Coogee/60 Mins_coogee.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",158284
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/Alternative Metro Coogee LVA_v2.csv,data/results_and_gis/Alternative Metro/With Coogee/Alternative Metro Coogee LVA_v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",296328
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/Alternative Metro LVA_v2.xlsm,data/results_and_gis/Alternative Metro/With Coogee/Alternative Metro LVA_v2.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",376261
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Coogee/TravelZone_Uplift.csv,data/results_and_gis/Alternative Metro/With Coogee/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",336866
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/30 Mins_maroubra.csv,data/results_and_gis/Alternative Metro/With Maroubra/30 Mins_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",154542
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/45 Mins_maroubra.csv,data/results_and_gis/Alternative Metro/With Maroubra/45 Mins_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",156344
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/60 Mins_maroubra.csv,data/results_and_gis/Alternative Metro/With Maroubra/60 Mins_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",158287
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/Alternative Metro Maroubra LVA_v2.csv,data/results_and_gis/Alternative Metro/With Maroubra/Alternative Metro Maroubra LVA_v2.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",298157
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/Alternative Metro Maroubra LVA_v2.xlsm,data/results_and_gis/Alternative Metro/With Maroubra/Alternative Metro Maroubra LVA_v2.xlsm,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",310805
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/With Maroubra/TravelZone_Uplift.csv,data/results_and_gis/Alternative Metro/With Maroubra/TravelZone_Uplift.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",335287
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/with coogee and maroubra/30 Mins_coogee_maroubra.csv,data/results_and_gis/Alternative Metro/with coogee and maroubra/30 Mins_coogee_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",154539
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/with coogee and maroubra/45 Mins_coogee_maroubra.csv,data/results_and_gis/Alternative Metro/with coogee and maroubra/45 Mins_coogee_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",156350
/Users/dlev2617/Documents/U Sydney Academics/Theses - Honours and Masters/Undergraduate-Masters Theses 2024/Stuart Mills Eastern Suburbs Rail Thesis/Thesis Data Stuart Mills/Raw Results and GIS Files/Alternative Metro/with coogee and maroubra/60 Mins_coogee_maroubra.csv,data/results_and_gis/Alternative Metro/with coogee and maroubra/60 Mins_coogee_maroubra.csv,included,result_or_gis_file,"Compact result, workbook, GeoPackage, QGIS project, or QGIS template file from the thesis-derived paper workflow.",158285
