num_opportunities,Base 30 Mins,Base 45 Mins,Base 60 Mins,ERP_2016,TZ16_CODE,,TZ16_NAME,Tz16_Area,SA2_Name16
1944,50796.72074,499771.8771,859946.4035,3097.221863,1944,YES,Kurrabah Ferry Wharf,388360.1894,Neutral Bay - Kirribilli
1945,519230.3084,913221.146,1345850.971,2099.210808,1945,YES,Milsons Point Station_East,304806.9848,Neutral Bay - Kirribilli
1946,281867.308,674127.4154,1121695.422,2189.173608,1946,YES,Kirribilli Wharf,222794.9921,Neutral Bay - Kirribilli
1947,538819.4377,974262.9083,1425049.806,284.4669254,1947,YES,North Sydney_Wenona School,98380.79881,North Sydney - Lavender Bay
1948,463682.002,873374.1042,1335064.415,654.7844827,1948,YES,North Sydney_Hampden St,119976.3904,North Sydney - Lavender Bay
1949,315545.7897,741515.556,1210524.455,533.4920393,1949,YES,North Sydney Girls High School_South,62791.11373,North Sydney - Lavender Bay
1950,395326.161,783042.961,1263959.116,527.6930636,1950,YES,North Sydney Oval,306207.1497,North Sydney - Lavender Bay
1951,573376.3811,1026006.527,1441035.539,1137.435079,1951,YES,North Sydney_Monte Sant Angelo,86588.46377,North Sydney - Lavender Bay
1952,491741.9699,897905.7465,1355897.716,487.7779769,1952,YES,Don Bank Museum North Sydney,51600.12132,North Sydney - Lavender Bay
1953,510026.8469,917272.5867,1375388.037,376.5079216,1953,YES,North Sydney CBD_Northern End,45464.36853,North Sydney - Lavender Bay
1954,396288.975,782510.6771,1261973.69,798.3127999,1954,YES,Victoria Cross North Sydney,180007.0693,North Sydney - Lavender Bay
1955,580875.9862,999974.4822,1416672.784,9.79E-05,1955,YES,North Sydney CBD_Southern End,25195.6626,North Sydney - Lavender Bay
1956,490418.2693,882053.2912,1327578.591,53.78443993,1956,YES,North Sydney_West,92630.84092,North Sydney - Lavender Bay
1957,540194.6237,940906.2463,1377150.056,622.0023147,1957,YES,North Sydney Station,105749.9768,North Sydney - Lavender Bay
1958,440354.1111,794380.2716,1246931.519,1363.785762,1958,YES,Mcmahons Point,246662.7434,North Sydney - Lavender Bay
1959,300112.311,688492.4772,1147216.709,1500.583322,1959,YES,McMahons Point Wharf,164305.0112,North Sydney - Lavender Bay
1960,575404.9259,992720.5234,1410977.077,2296.751445,1960,YES,Milsons Point Station_West and Ferry Wharf,201909.1687,North Sydney - Lavender Bay
1961,450520.2815,866446.4006,1301455.496,507.6081759,1961,YES,North Sydney_Doohat Ave,64843.14947,North Sydney - Lavender Bay
1962,583195.0861,1031766.632,1440112.995,9.79E-05,1962,YES,North Sydney_Denison St,40333.61457,North Sydney - Lavender Bay
1963,584528.8705,995534.3767,1426713.886,224.0140586,1963,YES,North Sydney_Mount St and William St_South,18236.71263,North Sydney - Lavender Bay
2000,1425.972247,6801.532036,19102.58031,,2000,YES,Palm Beach Headland,3136945.802,Avalon - Palm Beach
2001,4238.426692,13537.7916,30429.88994,,2001,YES,Careel Shopping Village,1452657.49,Avalon - Palm Beach
2002,1425.054735,4238.426692,13537.7916,4653.344082,2002,YES,Barrenjoey High School,1947130.401,Avalon - Palm Beach
2003,1988.722274,8426.457237,23659.50088,1416.580796,2003,YES,Clareville Beach,763296.653,Avalon - Palm Beach
2004,3371.119538,13168.15017,28887.0514,2275.596507,2004,YES,Avalon Beach,1289052.426,Avalon - Palm Beach
2007,51.87985583,51.87985583,51.87985583,,2007,YES,Ku-ring-gai Chase NP_West Head,47872858.2,Bayview - Elanora Heights
2008,2494.484712,13782.16643,27861.7022,601.7393706,2008,YES,Scotland Island,545239.8613,Bayview - Elanora Heights
2009,2494.484712,6971.711344,25072.66296,,2009,YES,Church Point,1770329.486,Bayview - Elanora Heights
2010,616.5950504,10181.26155,21286.19785,3023.337812,2010,YES,Bayview Shopping Centre,2461723.407,Bayview - Elanora Heights
2011,89.71329405,89.71329405,7099.51258,382.1020559,2011,YES,Ingleside_Lane Cove Rd and Walter Rd,2593969.002,Bayview - Elanora Heights
2012,279.8578862,279.8578862,279.8578862,165.3078129,2012,YES,Ingleside Scout Camp,2378360.267,Bayview - Elanora Heights
2013,191.1882052,1011.438848,2067.554804,504.6856164,2013,YES,Westpac Training College Ingleside,3061675.609,Bayview - Elanora Heights
2014,603.2131831,10505.55819,24803.16001,831.2943078,2014,YES,Ingleside Park,1117357.058,Bayview - Elanora Heights
2015,1183.440121,9439.062675,37808.12534,3546.512266,2015,YES,Woorarra Lookout Reserve,2661873.931,Bayview - Elanora Heights
2018,420.1839448,4688.501912,13168.15017,1223.35643,2018,YES,Bilgola,748517.2665,Newport - Bilgola
2019,9381.628605,19102.58031,39681.45691,2183.71938,2019,YES,Bilgola Beach,1292230.175,Newport - Bilgola
2020,2286.527323,9864.080019,28887.0514,1994.055831,2020,YES,Salt Pan Cove,920124.431,Newport - Bilgola
2021,2705.597373,15114.56424,31371.35519,3679.469132,2021,YES,Newport,1011509.181,Newport - Bilgola
2022,11382.07584,30050.20522,54428.79517,3578.416836,2022,YES,Bungan Head,1195229.514,Newport - Bilgola
2023,9255.789928,29828.8911,46855.56316,1256.982391,2023,YES,Bungan Beach,620232.6331,Newport - Bilgola
2025,11172.65958,25107.21561,45947.93532,4344.882345,2025,YES,Warriewood_Bertana Cres and Ellimatta Rd,1439144.514,Warriewood - Mona Vale
2026,7375.956133,23407.38854,43193.67203,2028.961518,2026,YES,Pittwater High School,837615.0579,Warriewood - Mona Vale
2027,8119.808295,19036.25955,31558.78197,3451.741882,2027,YES,Mona Vale,1372105.915,Warriewood - Mona Vale
2028,18021.248,30773.48877,79096.29141,183.7583155,2028,YES,Village Shopping Centre,370616.3356,Warriewood - Mona Vale
2029,21301.87336,44212.4035,93860.66454,215.4389697,2029,YES,Peninsula Plaza,164643.4203,Warriewood - Mona Vale
2030,12937.37715,30997.89191,77928.60937,2868.473144,2030,YES,Basin Beach,1277596.628,Warriewood - Mona Vale
2031,10391.73653,19257.17408,41047.53187,70.32231944,2031,YES,Northshore Business Park,689743.0409,Warriewood - Mona Vale
2032,9702.648615,18966.36818,41258.11384,3045.515119,2032,YES,Warriewood,936581.2663,Warriewood - Mona Vale
2033,14668.2809,38918.23416,85142.72809,598.1554361,2033,YES,Mona Vale District Hospital,329552.1187,Warriewood - Mona Vale
2034,12237.03722,27169.78965,76449.01256,1466.247345,2034,YES,Warriewood Square Shopping Centre,1155517.363,Warriewood - Mona Vale
2035,8704.995117,35041.35835,81403.78195,,2035,YES,Turimetta Beach,1159050.397,Warriewood - Mona Vale
2036,3197.028072,22572.03418,43772.62028,2276.798499,2036,YES,North Narrabeen,821686.6862,Warriewood - Mona Vale
2037,9502.677365,37202.50337,83419.64789,2929.600857,2037,YES,Alleyne Avenue Lookout North Narrabeen,1088131.206,Warriewood - Mona Vale
2100,5702.006081,35043.5841,73816.75856,2669.389188,2100,YES,Cromer_Karoola St and Alfred St,685506.9497,Beacon Hill - Narraweena
2101,8848.234155,28303.71076,94703.73742,2764.800195,2101,YES,Beacon Hill,979778.9737,Beacon Hill - Narraweena
2102,14994.98665,38421.18984,108450.2541,2838.226947,2102,YES,Governor Phillip Lookout,790261.0909,Beacon Hill - Narraweena
2103,25123.14378,55605.42867,148546.1329,2744.670376,2103,YES,Naraweena Public School,782873.7076,Beacon Hill - Narraweena
2104,10069.21902,38900.03229,100122.6882,1840.827468,2104,YES,Beacon Hill_Government Rd and Warringah Rd,567488.8453,Beacon Hill - Narraweena
2105,18152.72341,44724.64547,112124.894,1614.085826,2105,YES,Beacon Hill Rd,526863.8835,Beacon Hill - Narraweena
2107,47391.72842,81292.25892,508111.6986,2228.492915,2107,YES,Dee Why Plaza,207473.3373,Dee Why - North Curl Curl
2108,908.3049551,9242.179922,51401.77617,3975.859062,2108,YES,NSW Academy Of Sport Narrabeen,5788835.189,Cromer
2109,8112.010335,35623.35977,78887.10721,48.96561007,2109,YES,Manly Cabs Depot,719023.9278,Cromer
2110,8302.976853,36214.8273,75126.70006,3766.175328,2110,YES,Cromer_Carawa Rd and Alfred St,970100.9466,Cromer
2113,23011.95945,62501.23963,259162.5244,4798.639452,2113,YES,Dee Why Primary School,672310.0145,Dee Why - North Curl Curl
2114,17217.36161,53029.57551,119857.2909,2245.074727,2114,YES,Dee Why Beach,420079.4641,Dee Why - North Curl Curl
2115,35266.5043,79451.05419,482660.9921,1766.029357,2115,YES,Dee Why_Fisher Rd and Pittwater Rd,196618.1823,Dee Why - North Curl Curl
2116,17681.73054,62501.23963,192124.4798,1907.08022,2116,YES,Dee Why,347962.7482,Dee Why - North Curl Curl
2117,14694.32541,51356.14504,106725.3523,5231.574169,2117,YES,Delmar Private Hospital Dee Why,561114.9899,Dee Why - North Curl Curl
2118,19316.27193,62424.01904,238714.6376,3962.876434,2118,YES,Dee Why Headland,515109.0772,Dee Why - North Curl Curl
2119,17014.59473,57050.60271,187561.6235,1872.869857,2119,YES,Northern Beaches Secondary College,559746.2981,Dee Why - North Curl Curl
2120,18777.54526,58688.87057,174379.0723,2247.362869,2120,YES,North Curl Curl Beach,585467.8164,Dee Why - North Curl Curl
2123,2920.698212,42838.05132,369517.4811,3115.103518,2123,YES,Forestville,985179.7085,Forestville - Killarney Heights
2124,1869.410342,26993.27587,341775.9549,2409.898136,2124,YES,Roseville Bridge Roseville Chase,2005847.208,Forestville - Killarney Heights
2125,1388.069051,8355.032145,51644.01046,3095.683699,2125,YES,Forestville Shopping Centre,3238298.694,Forestville - Killarney Heights
2126,2343.97476,39967.49955,264750.0152,4632.314648,2126,YES,Killarney Heights High School,2685137.614,Forestville - Killarney Heights
2127,608.8624651,11890.54232,36056.99302,1598.870673,2127,YES,Frenchs Forest_Jindabyne Reserve,593014.8443,Frenchs Forest - Belrose
2128,8474.646514,19661.1291,96238.26635,1166.018768,2128,YES,Frenchs Forest_Wakehurst Parkway West,553208.3723,Frenchs Forest - Belrose
2129,4099.721087,8994.5019,35381.27275,0.000100896,2129,YES,Austlink Corporate Park_Belrose,2238799.139,Frenchs Forest - Belrose
2130,753.300053,940.1396652,1518.7419,2935.726901,2130,YES,Belrose,7252561.794,Frenchs Forest - Belrose
2131,817.1870927,1896.384418,16349.28483,3000.047546,2131,YES,Belrose Village Shopping Centre,5665904.005,Frenchs Forest - Belrose
2132,341.9531006,1518.7419,3560.829813,81.71578038,2132,YES,Optus Earth Station Oxford Falls,2225993.817,Frenchs Forest - Belrose
2133,2493.676992,20520.73186,70522.8328,3167.161283,2133,YES,Frenchs Forest_Kens Road Reserve,1347851.97,Frenchs Forest - Belrose
2134,599.2848981,2163.482112,16314.88553,3879.538221,2134,YES,Davidson,3952373.845,Frenchs Forest - Belrose
2135,10947.83843,43273.60993,430559.3404,1665.218925,2135,YES,Frenchs Forest_Forest Way and Adams St,506438.589,Frenchs Forest - Belrose
2136,8031.634141,18453.69762,58102.38384,196.4870551,2136,YES,Frenchs Forest,690842.2872,Frenchs Forest - Belrose
2137,2675.49325,10867.18043,29521.74733,3080.572049,2137,YES,Glenrose Shopping Centre,1766740.112,Frenchs Forest - Belrose
2138,12764.001,66445.1116,413242.1314,491.8338581,2138,YES,Forestway Shopping Centre,420617.2308,Frenchs Forest - Belrose
2139,13879.62184,53705.47406,292877.9628,0.000100896,2139,YES,Forestridge Business Park,735885.1727,Frenchs Forest - Belrose
2140,14981.85881,71049.6811,421777.1011,0.000100896,2140,YES,The Forest High School,154552.3855,Frenchs Forest - Belrose
2141,10425.74415,36361.69015,137145.9471,2470.771012,2141,YES,Frenchs Forest_Wakehurst Parkway East,959021.3103,Frenchs Forest - Belrose
2142,1677.584018,21316.69478,162759.7257,2373.037629,2142,YES,Frenchs Forest_Fitzpatrick Ave and Panorama Cres,1013065.459,Frenchs Forest - Belrose
2143,25017.61956,65383.43051,338185.6075,2034.47501,2143,YES,Brookvale Oval,554232.4899,Freshwater - Brookvale
2144,30510.54336,67270.36595,453507.3803,52.09189978,2144,YES,Brookvale Industrial Area,717402.4675,Freshwater - Brookvale
2145,21548.49581,51298.84068,246388.6132,1307.304334,2145,YES,Warringah Mall,933797.5269,Freshwater - Brookvale
2146,15684.5379,49764.66315,85229.57201,1881.217628,2146,YES,Freshwater High School,783898.9884,Freshwater - Brookvale
2147,8461.65152,47847.70968,81793.72292,3895.650675,2147,YES,Curl Curl,1257269.807,Freshwater - Brookvale
2148,36980.90885,70126.41835,460845.9325,2057.299839,2148,YES,North Manly,818353.5786,Freshwater - Brookvale
2149,10874.0555,41940.19738,313148.3257,3302.19533,2149,YES,Freshwater,561542.7386,Freshwater - Brookvale
2150,16842.85149,61945.45346,447734.5447,4521.172026,2150,YES,Queenscliff,602939.5755,Freshwater - Brookvale
2151,28163.45994,62459.15633,424467.9894,3117.593258,2151,YES,North Manly_Thomas St and Corrie Rd,940733.0594,Freshwater - Brookvale
2153,12528.39883,49381.31491,303658.6838,923.2394408,2153,YES,Frenchs Forest_McCleod House,440727.9291,Manly Vale - Allambie Heights
2154,1949.444521,13789.64132,59282.51002,3095.619133,2154,YES,Allambie Heights,5301554.901,Manly Vale - Allambie Heights
2155,24168.54983,84185.22651,565159.982,3362.512515,2155,YES,Allambie Rd,959967.7594,Manly Vale - Allambie Heights
2156,5567.355321,63110.36391,510035.8798,2735.957623,2156,YES,Manly Vale,1250619.594,Manly Vale - Allambie Heights
2157,11592.31353,110717.1716,576916.0752,4217.551468,2157,YES,Mackellar Girls High School,501700.1804,Manly Vale - Allambie Heights
2158,7952.856278,65484.99876,533913.6018,3353.119819,2158,YES,North Balgowlah,882559.173,Manly Vale - Allambie Heights
2161,17553.59071,55334.91111,102077.1689,4495.984588,2161,YES,Narrabeen Beach,943913.0831,Narrabeen - Collaroy
2162,6395.328831,23845.62435,66302.35826,4429.411981,2162,YES,Wheeler Heights Primary School,1664413.079,Narrabeen - Collaroy
2163,12519.88609,43248.84804,86570.83355,3086.166116,2163,YES,Collaroy Lookout,747942.579,Narrabeen - Collaroy
2164,9522.154691,64346.87557,97528.9933,3539.846183,2164,YES,South Narrabeen Surf Lifesaving Club,317520.7939,Narrabeen - Collaroy
2165,10955.96954,34516.04459,79949.57113,3346.808053,2165,YES,Collaroy Plateau Public School,892374.4841,Narrabeen - Collaroy
2166,10124.09251,66178.45523,173245.0448,2042.022407,2166,YES,Collaroy,443131.35,Narrabeen - Collaroy
2167,8798.784118,57938.56706,91414.42116,,2167,YES,Long Reef Beach,2139706.212,Narrabeen - Collaroy
2170,755.4959175,755.4959175,755.4959175,,2170,YES,Ku-ring-gai Chase NP,54519647.48,Narrabeen - Collaroy
2171,2084.044774,2084.044774,2084.044774,2844.145915,2171,YES,Terry Hills,15894049.68,Terrey Hills - Duffys Forest
2200,5040.282447,33681.56163,459135.7205,3446.999999,2200,YES,Seaforth_Wakehurst Parkway and Armstrong St,1739214.007,Balgowlah - Clontarf - Seaforth
2201,44495.26372,255443.3172,653087.5983,1163,2201,YES,Manly West Park,373531.6258,Balgowlah - Clontarf - Seaforth
2202,18610.48625,259622.8188,654712.6712,1799,2202,YES,Balgowlah,436469.7916,Balgowlah - Clontarf - Seaforth
2203,18650.02277,239543.7368,655861.9201,2181,2203,YES,Totem Shopping Centre,297650.2584,Balgowlah - Clontarf - Seaforth
2204,10677.23694,72705.21637,536731.4015,3027.697373,2204,YES,Balgowlah Boys High School,806565.8585,Balgowlah - Clontarf - Seaforth
2205,12823.69067,79773.63228,546009.176,4029,2205,YES,Seaforth,1362883.655,Balgowlah - Clontarf - Seaforth
2206,3885.45377,24510.06788,441351.7132,2764.604725,2206,YES,Clontarf Beach,959589.4796,Balgowlah - Clontarf - Seaforth
2207,1251.6909,10146.0706,30638.9621,2728.697903,2207,YES,Washaway Beach Balgowlah Heights,1620500.384,Balgowlah - Clontarf - Seaforth
2208,26253.82354,142256.551,621903.516,1572.770085,2208,YES,Manly Oval,221969.0809,Manly - Fairlight
2209,9371.040035,16169.69063,296024.4764,2753.107462,2209,YES,Manly_Cabbage Tree Bay,389472.938,Manly - Fairlight
2210,22360.57779,64936.10809,478283.2305,3670.503762,2210,YES,Manly Grove Buisness Park,789659.5625,Manly - Fairlight
2211,11773.02507,49555.26145,413861.3007,1394.877518,2211,YES,Manly Golf Club,534933.8528,Manly - Fairlight
2212,13544.18123,64001.47903,530020.3564,2287.117702,2212,YES,Manly_Kangaroo St and Raglan St,276012.0967,Manly - Fairlight
2213,16959.5044,120896.5151,600328.4002,2998.537808,2213,YES,Fairlight,457001.8911,Manly - Fairlight
2214,18735.86974,131470.7166,598073.9156,3758.240498,2214,YES,Manly,367889.5031,Manly - Fairlight
2215,15475.10693,200036.0517,626018.2197,2450.721759,2215,YES,The Corso,261699.9973,Manly - Fairlight
2216,9607.740378,19555.95713,367723.6085,2296.486968,2216,YES,Manly Waters Private Hospital,298720.8963,Manly - Fairlight
2217,2011.764556,8120.007805,15475.10693,472.636337,2217,YES,Manly District Hospital,3107264.058,Manly - Fairlight
2218,27320.35588,73293.34373,561047.1462,0.00010217,2218,YES,Manly Grove Business Park North,18660.5084,Manly - Fairlight
2298,31368.65553,132267.3303,830491.3826,325.6750323,2298,YES,Bankstown RSL Club,106842.8264,Bankstown - North
2299,18323.10941,90333.7395,438444.3624,2505.315498,2299,YES,Bankstown_St Euphemia College,175738.8233,Bankstown - South
2300,20007.00451,86443.2332,267608.2659,897.0346873,2300,YES,Bankstown North Primary School,266636.5722,Bankstown - North
2301,16619.34908,90201.70797,292446.2104,2997.979623,2301,YES,La Salle Catholic College,340956.1386,Bankstown - North
2302,16770.36797,91583.62201,331177.4323,3837.585869,2302,YES,Bankstown_Sir Joseph Banks St and Milton St,266021.244,Bankstown - North
2303,13334.40766,35814.50861,131960.0635,2186.49463,2303,YES,Bankstown West Primary School,537605.3119,Bankstown - North
2304,13905.18849,79390.14577,303305.8854,2461.442488,2304,YES,Bankstown_Gordon St and Cairds Ave,179665.2269,Bankstown - North
2305,43415.43491,147169.8559,937625.1613,987.7635605,2305,YES,Bankstown Square,293582.9259,Bankstown - North
2306,13051.0073,69951.50531,233142.4153,1347.840935,2306,YES,Mount Lewis,303322.2237,Bankstown - North
2307,39794.33757,148949.2292,1005080.04,109.0329778,2307,YES,Bankstown Station_South,136725.2317,Bankstown - South
2308,18046.44517,73089.25125,273631.6804,2930.029553,2308,YES,Bankstown_Oxford Av and Brandon Av,503594.7388,Bankstown - South
2309,13945.46645,77256.16791,231788.4489,1439.031804,2309,YES,Bankstown,332316.9392,Bankstown - South
2310,9201.723942,53772.88803,142787.0196,641.5684265,2310,YES,Bankstown_Dorothy Park,174669.4012,Bankstown - South
2311,49895.98309,137131.0479,870168.0448,2661.214893,2311,YES,Bankstown Girls High School,579386.4364,Bankstown - South
2312,17250.71017,72233.00297,256028.408,2121.574659,2312,YES,Bankstown_Oxford Av and Koonya Av,315030.3074,Bankstown - South
2313,27205.69118,57892.6601,223083.9914,2865.696658,2313,YES,Bankstown_Lidcombe Hospital,713968.0186,Bankstown - South
2314,29634.99657,63996.1057,248579.9083,1369.453508,2314,YES,Bankstown_Home Central,681281.6835,Bankstown - South
2315,21641.36092,63607.36301,207960.1309,15.08202321,2315,YES,Padstow Industrial Area_Northern End,803106.6226,Bankstown - South
2316,12408.40798,43499.77554,178004.6295,2026.183175,2316,YES,Bankstown_Mitcham Rd and Little Rd,441079.8188,Bankstown - North
2318,7481.038597,30831.45247,110989.2688,3673.188397,2318,YES,Villawood,1192369.519,Bass Hill - Georges Hall
2319,6392.468079,45107.10167,137645.0215,3276.302826,2319,YES,Bass Hill_Chester Hill Rd and Cann St,771404.4375,Bass Hill - Georges Hall
2320,689.8597453,20248.83035,82697.06018,1675.998572,2320,YES,Mirambeena Regional Park,1899935.184,Bass Hill - Georges Hall
2321,4713.451686,45066.5336,153538.8864,1056.629584,2321,YES,Bass Hill Plaza,533641.9733,Bass Hill - Georges Hall
2322,5855.064558,40339.82661,176308.1,2364.101467,2322,YES,Setfon Golf Course,619827.8459,Bass Hill - Georges Hall
2323,3404.31613,30066.41443,97043.78688,2727.460133,2323,YES,Whitemore Reserve,1079626.045,Bass Hill - Georges Hall
2324,5409.145497,19805.73748,75872.02332,4003.192855,2324,YES,Crest Sporting Complex,1629308.183,Bass Hill - Georges Hall
2325,12635.06601,35019.3035,123696.2554,3981.126166,2325,YES,Georges Hall,1173333.533,Bass Hill - Georges Hall
2328,6063.45323,27934.04416,106721.2045,1.00E-06,2328,YES,Fairfax Printers,1812622.437,Chullora
2329,5173.506393,47450.37786,284064.077,942,2329,YES,Potts Hill,1106962.439,Chullora
2330,10089.9548,32557.11439,137599.133,1.00E-06,2330,YES,Chullora Industrial Area_Southern End,756042.4425,Chullora
2331,14520.94887,42746.19355,203773.187,1.00E-06,2331,YES,Yagoona Business Park,367231.6651,Chullora
2334,11145.61136,31640.73048,112888.5749,2567.149228,2334,YES,Condell Park_South St and Norman St,565998.9124,Condell Park
2335,3452.022873,26771.01689,61403.65896,981.7953215,2335,YES,Fairfax Comm Newspapers,630378.8481,Condell Park
2336,3767.181701,29253.38433,76087.56181,2411.49585,2336,YES,Condell Park_Jocarm Av and Dalton Av,617023.9031,Condell Park
2337,7899.782003,41318.29106,89248.7978,0.000112062,2337,YES,Bankstown Airport,3558829.158,Condell Park
2338,6265.180743,35592.65921,98674.64349,2169.246557,2338,YES,Condell Park,682060.6535,Condell Park
2339,6537.416607,40826.35312,96496.97997,3210.002718,2339,YES,Condell Primary School,719112.9036,Condell Park
2340,27250.36958,80036.94834,208834.3547,0.607965824,2340,YES,Condell Park_Woorang St and Milperra Rd,291072.4289,Condell Park
2341,14961.30512,43087.21235,155958.3942,493.8977028,2341,YES,Bankstown Paceway,915866.7285,Condell Park
2342,22344.64819,75113.98579,204857.0763,0.000112062,2342,YES,Milperra Industrial Area_Western End,1009939.394,Condell Park
2343,12411.87067,64382.90558,122993.5589,6.804434505,2343,YES,Milperra Industrial Area_Eastern End,996815.5347,Condell Park
2346,13885.61129,59157.88064,261982.8735,3961.203291,2346,YES,Woolworths Greenacre,1117107.068,Greenacre - Mount Lewis
2347,17775.65665,62917.13161,225173.3654,3716.454511,2347,YES,Bankstown Private Hospital,750767.8291,Greenacre - Mount Lewis
2348,13394.079,50842.04953,179458.4704,5420.116026,2348,YES,Greenacre_Waterloo Rd and Rawson Rd,1166854.38,Greenacre - Mount Lewis
2349,4139.748881,28440.44176,81319.192,1316.735235,2349,YES,Greenacre,1038303.862,Greenacre - Mount Lewis
2350,14784.03675,50426.3272,167488.2189,4062.26405,2350,YES,Greenacre Civic Centre,983824.1768,Greenacre - Mount Lewis
2351,7654.141648,34539.3088,124898.0973,2659.46514,2351,YES,Greenacre_Ethel Pyers Res,534976.9591,Greenacre - Mount Lewis
2352,4123.791726,32034.82361,137208.7538,3440.30807,2352,YES,Greenacre Primary School,735725.7156,Greenacre - Mount Lewis
2353,12615.32594,47593.93015,157651.6439,2716.453677,2353,YES,Mount Lewis Public School,642381.8544,Greenacre - Mount Lewis
2356,22582.80319,58794.67506,267964.5692,1916.145856,2356,YES,Padstow_Playford Park,510890.5084,Padstow
2357,16213.58365,39817.66006,189743.0669,10.99703407,2357,YES,Padstow Industrial Area_Southern End,867764.4395,Padstow
2358,23431.70804,115876.8377,744364.6854,2435.18783,2358,YES,Padstow Station_North,679432.9086,Padstow
2359,8852.687986,49933.62232,374495.7527,1042.080088,2359,YES,Padstow_Spring St and Baldwin St,280374.1407,Padstow
2360,11801.09022,64693.74884,367384.4564,3384.261344,2360,YES,Padstow Station_South,979861.5409,Padstow
2361,9911.862556,49287.92388,233230.1685,3271.678014,2361,YES,Padstow Hts Primary School,1013271.489,Padstow
2362,3371.195959,55499.41791,196842.7248,2397.629288,2362,YES,Padstow_Adelaide Rd and Alma Rd,684755.1974,Padstow
2363,2216.017819,32911.02172,110614.3514,2647.020545,2363,YES,Padstow Heights,1480801.624,Padstow
2366,1115.674223,17118.73724,81407.58683,2363.396939,2366,YES,Milperra,2164399.254,Panania - Milperra - Picnic Point
2367,18519.3463,77200.24307,264437.6516,1709.553722,2367,YES,Mount St Joseph High School,1435967.048,Panania - Milperra - Picnic Point
2368,16406.45058,79310.24857,507183.6889,2530.063739,2368,YES,Killara Res_Panania,738348.9658,Panania - Milperra - Picnic Point
2369,1244.762824,10627.8509,64510.83325,4.406918684,2369,YES,Blue Gum Farm Milperra,1984587.973,Panania - Milperra - Picnic Point
2370,6324.009218,81417.4867,750003.6259,3068.863947,2370,YES,Panania Station_North,767568.478,Panania - Milperra - Picnic Point
2371,4208.650245,30845.28793,236497.8379,1066.605242,2371,YES,Revesby_Tower St Public School,293005.7414,Panania - Milperra - Picnic Point
2372,4378.45981,25227.25361,442531.5322,2872.936688,2372,YES,Panania Station_South,908283.3192,Panania - Milperra - Picnic Point
2373,4914.35708,60531.26398,634428.8713,2258.526235,2373,YES,East Hills Station,930462.5089,Panania - Milperra - Picnic Point
2374,4175.575998,12918.43413,93548.28125,2218.178992,2374,YES,Panania_West,562586.7604,Panania - Milperra - Picnic Point
2375,1759.969004,7651.645207,85065.56931,3324.420645,2375,YES,Picnic Point,1177559.819,Panania - Milperra - Picnic Point
2376,4510.588617,15773.28888,82818.72131,2011.3055,2376,YES,Picnic Point High School,584805.3384,Panania - Milperra - Picnic Point
2377,604.8943128,4647.293209,33594.87262,3229.741432,2377,YES,Picnic Point_Georges River National Park,2817525.684,Panania - Milperra - Picnic Point
2380,22392.29967,48850.70591,199381.3218,2547.701181,2380,YES,Sir Joseph Banks High School,689692.9152,Revesby
2381,20785.13109,49733.36323,239648.4733,4634.209866,2381,YES,Greenway Shopping Village,1289739.562,Revesby
2382,9717.059662,66506.61934,584187.0734,1705.138607,2382,YES,Revesby_Wilberforce Rd and English St,431730.4852,Revesby
2383,17820.92806,89266.98233,748807.9835,1967.313659,2383,YES,Revesby Station_North,592185.6836,Revesby
2384,10252.66646,114755.8847,843246.9497,1051.702311,2384,YES,Revesby Station_South,342254.236,Revesby
2385,6327.073548,66511.06853,608604.4116,1209.417554,2385,YES,Padstow_Montgomery Av and Jamieson St,329150.8013,Revesby
2386,4390.785688,40049.55282,156986.2743,1257.839948,2386,YES,Panania_East,340632.9673,Revesby
2387,3156.698356,33666.46849,133808.4396,2458.676874,2387,YES,Revesby Heights,1068554.402,Revesby
2390,16895.13941,99675.0163,655484.6208,3235.15523,2390,YES,Birrong Station,1193787.178,Yagoona - Birrong
2391,13581.54289,47956.23555,245420.8642,1288.937894,2391,YES,Yagoona_O'Neil Park,386306.0674,Yagoona - Birrong
2392,11071.88795,48284.27071,189758.7976,1944.881209,2392,YES,Yagoona West,458867.4173,Yagoona - Birrong
2393,14572.43764,61310.22275,224775.8399,3482.980018,2393,YES,Yagoona,770061.0393,Yagoona - Birrong
2394,17133.58605,56987.22254,226056.6309,2728.750928,2394,YES,Yagoona_Graf Park,703153.088,Yagoona - Birrong
2395,19540.90425,92247.88907,412292.4943,2507.201134,2395,YES,Yagoona Station_East,498950.0893,Yagoona - Birrong
2396,12160.45806,32960.20821,151285.0707,1485.145696,2396,YES,Yagoona_Edgar St and Elizabeth Cr,332746.2156,Yagoona - Birrong
2397,20905.06963,113516.7182,592683.0421,1842.728473,2397,YES,Yagoona Station_West,373558.774,Yagoona - Birrong
2398,14482.52574,28340.81374,131858.4663,3095.219417,2398,YES,Yagoona_Saltash St and Glassop St,831785.5978,Yagoona - Birrong
2500,11074.01543,81879.68511,695204.609,1492.720173,2500,YES,Belfield_Water St and Punchbowl Rd,543606.8116,Belmore - Belfield
2501,11118.91772,74590.07578,722706.5992,5120.755299,2501,YES,Belfield Plaza,1235967.785,Belmore - Belfield
2502,9532.205295,62639.07196,592986.0116,3291.587935,2502,YES,Belmore Boys High School,589939.0504,Belmore - Belfield
